2690	
	8.294244253193028e-06	-1.9565288312151097e-05	2.350376234971918e-05	-5.8311678003519773e-05	-5.6413362869989214e-09
	-2.8151190267777793e-09	-6.647506545220949e-09	3.386739990673959e-05	-9.127282964982442e-07	3.9016709307837516e-10
	8.462787081953138e-05	7.499648199882358e-05	-3.0015020456630737e-05	-1.2089082702004816e-05	3.982340786023997e-06
	-1.7741782585289911e-06	-5.657032488670666e-06	-5.9533194871619344e-05	-4.4209569750819355e-05	-4.514295869739726e-05
	-4.004181391792372e-06	2.7483289159135893e-05	-4.6051085519138724e-05	-2.530090932850726e-05	2.6470330340089276e-05
	-1.2144955690018833e-05	-6.834765827079536e-06	5.216804129304364e-05	4.812449697055854e-05	5.401583985076286e-05
	-2.974063818328432e-06	1.9442330085439608e-05	1.935757063620258e-05	3.575451046344824e-05	4.516720218816772e-05
	3.3462903957115486e-05	9.817627869779244e-06	-3.84618469979614e-05	-1.949794022948481e-05	2.4854258299455978e-05
	-5.741721543017775e-05	-9.719363333715592e-06	5.036394577473402e-05	4.5874992792960256e-05	1.3326854059414472e-05
	-6.010620381857734e-06	-1.9392635294934735e-05	-6.103232590248808e-05	5.445537681225687e-05	-3.1248684535967186e-05
	-3.138814645353705e-05	-1.581565447850153e-05	-7.401376024063211e-06	-3.955307420255849e-06	-8.99655424291268e-06
	-4.915601493848953e-06	-2.347290092075127e-06	-2.5148927385032493e-09	-4.60683269309925e-09	-7.205532597254205e-07
	-3.9247672134479217e-07	-3.695994621466525e-07	-1.9020914976408676e-07	-3.581070018299215e-08	3.6534672176458116e-08
	2.4223947292512094e-08	-3.711437202014167e-08	6.537498542513731e-09	-2.491933237536159e-08	-1.2895894130338093e-08
	-1.1538058508619997e-08	4.0850192672969854e-10	3.6713756479400672e-09	7.171336413591689e-09	4.908398295810912e-06
	-2.9496186471078545e-05	-9.302629041485488e-05	-7.18137453077361e-05	-3.53711329807993e-05	3.3744669053703547e-05
